EVENT,BOUT,WEIGHTCLASS,METHOD,ROUND,TIME,DETAILS,WINNER,LOSER,TOTAL ROUNDS,AGE.DIFF.WINNER,REACH.DIFF.WINNER,HEIGHT.DIFF.WINNER
UFC 168: Weidman vs Silva 2 ,Gleison Tibau  vs. Michael Johnson ,Lightweight Bout,KO/TKO,2,1:32,Punch to Head At Distance ,Michael Johnson,Gleison Tibau,3.0,-2.660273972602738,5.079999999999984,0.0
UFC 168: Weidman vs Silva 2 ,Dennis Siver  vs. Manvel Gamburyan ,Featherweight Bout,NC,3,5:00,Failed Drug Test by SiverJeff Collins 28 - 29.Dave Hagen 28 - 29.Junichiro Kamijo 28 - 29.,,,3.0,,,
UFC 168: Weidman vs Silva 2 ,John Howard  vs. Siyar Bahadurzada ,Welterweight Bout,Decision,3,5:00,Adalaide Byrd 27 - 30.Junichiro Kamijo 27 - 30.Chris Lee 27 - 30.,John Howard,Siyar Bahadurzada,3.0,1.1315068493150662,-2.539999999999992,-10.159999999999997
UFC 168: Weidman vs Silva 2 ,William Macario  vs. Bobby Voelker ,Welterweight Bout,Decision,3,5:00,Jeff Collins 27 - 30.Patricia Morse-Jarman 27 - 30.Roy Silbert 27 - 30.,William Macario,Bobby Voelker,3.0,-12.189041095890403,2.539999999999992,-2.539999999999992
UFC 168: Weidman vs Silva 2 ,Robert Peralta  vs. Estevan Payan ,Featherweight Bout,KO/TKO,3,0:12,Punches to Head At Distance ,Robert Peralta,Estevan Payan,3.0,-4.002739726027393,,-5.0800000000000125
UFC on FOX: Johnson vs. Benavidez 2 ,Demetrious Johnson  vs. Joseph Benavidez ,UFC Flyweight Title Bout,KO/TKO,1,2:08,Punch to Head At Distance ,Demetrious Johnson,Joseph Benavidez,5.0,-2.035616438356165,2.539999999999992,-2.539999999999992
UFC on FOX: Johnson vs. Benavidez 2 ,Urijah Faber  vs. Michael McDonald ,Bantamweight Bout,Submission,2,3:22,Guillotine Choke On Ground ,Urijah Faber,Michael McDonald,3.0,-14.273972602739725,,-12.700000000000017
UFC on FOX: Johnson vs. Benavidez 2 ,Urijah Faber  vs. Michael McDonald ,Bantamweight Bout,Submission,2,3:22,Guillotine Choke On Ground ,Urijah Faber,Michael McDonald,3.0,-14.273972602739725,,-7.6200000000000045
UFC on FOX: Johnson vs. Benavidez 2 ,Urijah Faber  vs. Michael McDonald ,Bantamweight Bout,Submission,2,3:22,Guillotine Choke On Ground ,Urijah Faber,Michael McDonald,3.0,-14.273972602739725,-7.6200000000000045,-12.700000000000017
UFC on FOX: Johnson vs. Benavidez 2 ,Urijah Faber  vs. Michael McDonald ,Bantamweight Bout,Submission,2,3:22,Guillotine Choke On Ground ,Urijah Faber,Michael McDonald,3.0,-14.273972602739725,-7.6200000000000045,-7.6200000000000045
UFC on FOX: Johnson vs. Benavidez 2 ,Urijah Faber  vs. Michael McDonald ,Bantamweight Bout,Submission,2,3:22,Guillotine Choke On Ground ,Urijah Faber,Michael McDonald,3.0,11.682191780821917,,-12.700000000000017
UFC on FOX: Johnson vs. Benavidez 2 ,Urijah Faber  vs. Michael McDonald ,Bantamweight Bout,Submission,2,3:22,Guillotine Choke On Ground ,Urijah Faber,Michael McDonald,3.0,11.682191780821917,,-7.6200000000000045
UFC on FOX: Johnson vs. Benavidez 2 ,Urijah Faber  vs. Michael McDonald ,Bantamweight Bout,Submission,2,3:22,Guillotine Choke On Ground ,Urijah Faber,Michael McDonald,3.0,11.682191780821917,-7.6200000000000045,-12.700000000000017
UFC on FOX: Johnson vs. Benavidez 2 ,Urijah Faber  vs. Michael McDonald ,Bantamweight Bout,Submission,2,3:22,Guillotine Choke On Ground ,Urijah Faber,Michael McDonald,3.0,11.682191780821917,-7.6200000000000045,-7.6200000000000045
UFC on FOX: Johnson vs. Benavidez 2 ,Chad Mendes  vs. Nik Lentz ,Featherweight Bout,Decision,3,5:00,Derek Cleary 27 - 30.Wade Vierra 27 - 30.Mike Bell 28 - 29.,Chad Mendes,Nik Lentz,3.0,-0.7150684931506888,-5.0800000000000125,-5.0800000000000125
UFC on FOX: Johnson vs. Benavidez 2 ,Joe Lauzon  vs. Mac Danzig ,Lightweight Bout,Decision,3,5:00,Mike Bell 27 - 30.Edward Collantes 27 - 30.Marcos Rosales 27 - 30.,Joe Lauzon,Mac Danzig,3.0,-4.389041095890413,2.539999999999992,5.0800000000000125
UFC on FOX: Johnson vs. Benavidez 2 ,Court McGee  vs. Ryan LaFlare ,Welterweight Bout,Decision,3,5:00,Edward Collantes 28 - 29.Marcos Rosales 28 - 29.Wade Vierra 28 - 29.,Ryan LaFlare,Court McGee,3.0,1.2000000000000028,-2.539999999999992,5.079999999999984
UFC on FOX: Johnson vs. Benavidez 2 ,Danny Castillo  vs. Edson Barboza ,Lightweight Bout,Decision,3,5:00,Mike Bell 28 - 29.Wade Vierra 28 - 29.Derek Cleary 28 - 28.,Edson Barboza,Danny Castillo,3.0,-6.4136986301369845,10.159999999999997,5.0800000000000125
UFC on FOX: Johnson vs. Benavidez 2 ,King Green  vs. Pat Healy ,Lightweight Bout,Decision,3,5:00,Derek Cleary 27 - 30.Edward Collantes 27 - 30.Mike Bell 28 - 29.,King Green,Pat Healy,3.0,-3.142465753424659,-2.539999999999992,-5.079999999999984
UFC on FOX: Johnson vs. Benavidez 2 ,Scott Jorgensen  vs. Zach Makovsky ,Flyweight Bout,Decision,3,5:00,Mike Bell 27 - 30.Edward Collantes 27 - 30.Marcos Rosales 27 - 30.,Zach Makovsky,Scott Jorgensen,3.0,-0.5863013698630084,-5.079999999999984,-2.539999999999992
UFC on FOX: Johnson vs. Benavidez 2 ,Sam Stout  vs. Cody McKenzie ,Lightweight Bout,Decision,3,5:00,Mike Bell 27 - 30.Derek Cleary 27 - 30.Wade Vierra 27 - 30.,Sam Stout,Cody McKenzie,3.0,3.649315068493145,-5.079999999999984,-7.6200000000000045
UFC on FOX: Johnson vs. Benavidez 2 ,Abel Trujillo  vs. Roger Bowling ,Lightweight Bout,KO/TKO,2,1:35,Punches to Head On Ground ,Abel Trujillo,Roger Bowling,3.0,-0.7863013698630112,5.0800000000000125,-2.539999999999992
UFC on FOX: Johnson vs. Benavidez 2 ,Darren Uyenoyama  vs. Alptekin Ozkilic ,Flyweight Bout,Decision,3,5:00,Marcos Rosales 27 - 30.Edward Collantes 29 - 28.Mike Bell 28 - 29.,Alptekin Ozkilic,Darren Uyenoyama,3.0,-6.452054794520549,0.0,-2.539999999999992
UFC Fight Night: Hunt vs Bigfoot ,Mark Hunt  vs. Antonio Silva ,Heavyweight Bout,Decision,5,5:00,Charlie Keech 47 - 48.Barry Foley 47 - 47.Kon Papaioannou 47 - 47.,,,5.0,,,
UFC Fight Night: Hunt vs Bigfoot ,Mauricio Rua  vs. James Te Huna ,Light Heavyweight Bout,KO/TKO,1,1:03,Punch to Head At Distance ,Mauricio Rua,James Te Huna,3.0,-0.1561643835616522,2.539999999999992,-2.5400000000000205
UFC Fight Night: Hunt vs Bigfoot ,Ryan Bader  vs. Anthony Perosh ,Light Heavyweight Bout,Decision,3,5:00,Anthony Dimitriou 27 - 30.Greg Kleynjans 27 - 30.Peter Hickmont 26 - 30.,Ryan Bader,Anthony Perosh,3.0,-10.676712328767124,-2.539999999999992,-2.539999999999992
UFC Fight Night: Hunt vs Bigfoot ,Pat Barry  vs. Soa Palelei ,Heavyweight Bout,KO/TKO,1,2:09,Punches to Head From Mount ,Soa Palelei,Pat Barry,3.0,1.986301369863014,17.78,12.699999999999989
UFC Fight Night: Hunt vs Bigfoot ,Dylan Andrews  vs. Clint Hester ,Middleweight Bout,KO/TKO,2,5:00,Shoulder Injury,Clint Hester,Dylan Andrews,3.0,-7.021917808219179,7.6200000000000045,2.5400000000000205
UFC Fight Night: Hunt vs Bigfoot ,Julie Kedzie  vs. Bethe Correia ,Women's Bantamweight Bout,Decision,3,5:00,Peter Hickmont 28 - 29.Barry Foley 29 - 28.Charlie Keech 28 - 29.,Bethe Correia,Julie Kedzie,3.0,-2.2630136986301395,,0.0
UFC Fight Night: Hunt vs Bigfoot ,Takeya Mizugaki  vs. Nam Phan ,Bantamweight Bout,Decision,3,5:00,Greg Kleynjans 28 - 29.Kon Papaioannou 28 - 29.Anthony Dimitriou 28 - 30.,Takeya Mizugaki,Nam Phan,3.0,-0.7616438356164394,-2.5400000000000205,2.5400000000000205
UFC Fight Night: Hunt vs Bigfoot ,Nick Ring  vs. Caio Magalhaes ,Middleweight Bout,Decision,3,5:00,Peter Hickmont 28 - 29.Greg Kleynjans 28 - 29.Kon Papaioannou 28 - 29.,Caio Magalhaes,Nick Ring,3.0,-8.846575342465755,-2.5400000000000205,2.539999999999992
UFC Fight Night: Hunt vs Bigfoot ,Richie Vaculik  vs. Justin Scoggins ,Flyweight Bout,KO/TKO,1,4:43,Punches to Head From Back Control ,Justin Scoggins,Richie Vaculik,3.0,-8.87671232876712,-7.6200000000000045,2.5400000000000205
UFC Fight Night: Hunt vs Bigfoot ,Bruno Santos  vs. Krzysztof Jotko ,Middleweight Bout,Decision,3,5:00,Anthony Dimitriou 28 - 29.Peter Hickmont 28 - 29.Kon Papaioannou 27 - 30.,Krzysztof Jotko,Bruno Santos,3.0,-2.0931506849315014,,10.159999999999997
UFC Fight Night: Hunt vs Bigfoot ,Ben Wall  vs. Alex Garcia ,Welterweight Bout,KO/TKO,1,0:43,Punch to Head At Distance ,Alex Garcia,Ben Wall,3.0,1.6986301369862957,,-2.5400000000000205
The Ultimate Fighter: Team Rousey vs. Team Tate Finale ,Gray Maynard  vs. Nate Diaz ,Lightweight Bout,KO/TKO,1,2:38,Punches to Head At Distance ,Nate Diaz,Gray Maynard,3.0,-5.942465753424649,15.23999999999998,7.6200000000000045
The Ultimate Fighter: Team Rousey vs. Team Tate Finale ,Julianna Pena  vs. Jessica Rakoczy ,Ultimate Fighter 18 Women's Bantamweight Tournament Title Bout,KO/TKO,1,4:59,Punches to Head From Mount ,Julianna Pena,Jessica Rakoczy,3.0,-12.35616438356164,,-2.5400000000000205
The Ultimate Fighter: Team Rousey vs. Team Tate Finale ,Chris Holdsworth  vs. Davey Grant ,Ultimate Fighter 18 Bantamweight Tournament Title Bout,Submission,2,2:10,Rear Naked Choke ,Chris Holdsworth,Davey Grant,3.0,-1.8493150684931408,,7.6200000000000045
The Ultimate Fighter: Team Rousey vs. Team Tate Finale ,Jessamyn Duke  vs. Peggy Morgan ,Women's Bantamweight Bout,Decision,3,5:00,Adalaide Byrd 27 - 30.Patricia Morse-Jarman 27 - 30.Tony Weeks 27 - 30.,Jessamyn Duke,Peggy Morgan,3.0,-6.526027397260279,,-5.079999999999984
The Ultimate Fighter: Team Rousey vs. Team Tate Finale ,Roxanne Modafferi  vs. Raquel Pennington ,Women's Bantamweight Bout,Decision,3,5:00,Chris Lee 27 - 30.Glenn Trowbridge 27 - 30.Doug Crosby 28 - 29.,Raquel Pennington,Roxanne Modafferi,3.0,-5.953424657534249,-5.079999999999984,0.0
The Ultimate Fighter: Team Rousey vs. Team Tate Finale ,Akira Corassani  vs. Maximo Blanco ,Featherweight Bout,DQ ,1,0:25,Illegal Knee on Ground by Blanco,Akira Corassani,Maximo Blanco,3.0,1.1369863013698591,-7.6200000000000045,0.0
The Ultimate Fighter: Team Rousey vs. Team Tate Finale ,Rani Yahya  vs. Tom Niinimaki ,Featherweight Bout,Decision,3,5:00,Chris Lee 28 - 29.Patricia Morse-Jarman 29 - 28.Tony Weeks 27 - 30.,Tom Niinimaki,Rani Yahya,3.0,2.136986301369859,5.079999999999984,7.6200000000000045
The Ultimate Fighter: Team Rousey vs. Team Tate Finale ,Jared Rosholt  vs. Walt Harris ,Heavyweight Bout,Decision,3,5:00,Doug Crosby 28 - 29.Mark Smith 28 - 29.Glenn Trowbridge 28 - 29.,Jared Rosholt,Walt Harris,3.0,-3.153424657534252,-5.0800000000000125,-7.6200000000000045
The Ultimate Fighter: Team Rousey vs. Team Tate Finale ,Sean Spencer  vs. Drew Dober ,Welterweight Bout,Decision,3,5:00,Doug Crosby 27 - 30.Junichiro Kamijo 27 - 30.Patricia Morse-Jarman 27 - 30.,Sean Spencer,Drew Dober,3.0,1.3205479452054831,10.159999999999997,5.0800000000000125
The Ultimate Fighter: Team Rousey vs. Team Tate Finale ,Josh Sampo  vs. Ryan Benoit ,Flyweight Bout,Submission,2,4:31,Rear Naked Choke ,Josh Sampo,Ryan Benoit,3.0,5.0904109589041155,-10.159999999999997,-2.539999999999992
UFC 167: St-Pierre vs Hendricks ,Georges St-Pierre  vs. Johny Hendricks ,UFC Welterweight Title Bout,Decision,5,5:00,Sal D'amato 47 - 48.Glenn Trowbridge 48 - 47.Tony Weeks 47 - 48.,Georges St-Pierre,Johny Hendricks,5.0,2.317808219178083,17.78,5.0800000000000125
UFC 167: St-Pierre vs Hendricks ,Rashad Evans  vs. Chael Sonnen ,Light Heavyweight Bout,KO/TKO,1,4:05,Punches to Head From Back Control ,Rashad Evans,Chael Sonnen,3.0,-2.479452054794521,5.0800000000000125,-2.539999999999992
UFC 167: St-Pierre vs Hendricks ,Rory MacDonald  vs. Robbie Lawler ,Welterweight Bout,Decision,3,5:00,Cecil Peoples 28 - 29.Glenn Trowbridge 29 - 28.Mark Smith 28 - 29.,Robbie Lawler,Rory MacDonald,3.0,7.345205479452055,-5.079999999999984,-2.539999999999992
UFC 167: St-Pierre vs Hendricks ,Josh Koscheck  vs. Tyron Woodley ,Welterweight Bout,KO/TKO,1,4:38,Punch to Head At Distance ,Tyron Woodley,Josh Koscheck,3.0,-4.353424657534248,2.5400000000000205,-2.5400000000000205
UFC 167: St-Pierre vs Hendricks ,Tim Elliott  vs. Ali Bagautinov ,Flyweight Bout,Decision,3,5:00,Adalaide Byrd 28 - 29.Sal D'amato 28 - 29.Glenn Trowbridge 27 - 30.,Ali Bagautinov,Tim Elliott,3.0,1.5397260273972506,-2.539999999999992,-7.6200000000000045
UFC 167: St-Pierre vs Hendricks ,Donald Cerrone  vs. Evan Dunham ,Lightweight Bout,Submission,2,3:49,Triangle Choke From Bottom Guard ,Donald Cerrone,Evan Dunham,3.0,-1.2767123287671183,7.619999999999976,7.619999999999976
UFC 167: St-Pierre vs Hendricks ,Ed Herman  vs. Thales Leites ,Middleweight Bout,Decision,3,5:00,Adalaide Byrd 27 - 30.Patricia Morse-Jarman 27 - 30.Glenn Trowbridge 27 - 30.,Thales Leites,Ed Herman,3.0,-0.9287671232876704,2.539999999999992,0.0
UFC 167: St-Pierre vs Hendricks ,Brian Ebersole  vs. Rick Story ,Welterweight Bout,Decision,3,5:00,Junichiro Kamijo 27 - 30.Cecil Peoples 27 - 30.Mark Smith 27 - 30.,Rick Story,Brian Ebersole,3.0,-3.7534246575342465,-5.079999999999984,-7.6200000000000045
UFC 167: St-Pierre vs Hendricks ,Erik Perez  vs. Edwin Figueroa ,Bantamweight Bout,Decision,3,5:00,Adalaide Byrd 27 - 30.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.,Erik Perez,Edwin Figueroa,3.0,-5.306849315068497,-2.539999999999992,2.539999999999992
UFC 167: St-Pierre vs Hendricks ,Jason High  vs. Anthony Lapsley ,Welterweight Bout,Decision,3,5:00,Patricia Morse-Jarman 28 - 29.Cecil Peoples 28 - 29.Tony Weeks 28 - 29.,Jason High,Anthony Lapsley,3.0,-1.663013698630138,,-2.539999999999992
UFC 167: St-Pierre vs Hendricks ,Will Campuzano  vs. Sergio Pettis ,Bantamweight Bout,Decision,3,5:00,Cecil Peoples 27 - 30.Mark Smith 27 - 30.Sal D'amato 28 - 29.,Sergio Pettis,Will Campuzano,3.0,-7.232876712328768,-2.5400000000000205,-7.6200000000000045
UFC 167: St-Pierre vs Hendricks ,Cody Donovan  vs. Gian Villante ,Light Heavyweight Bout,KO/TKO,2,1:22,Punch to Head At Distance ,Gian Villante,Cody Donovan,3.0,-4.493150684931507,5.079999999999984,0.0
UFC Fight Night: Belfort vs Henderson 2 ,Vitor Belfort  vs. Dan Henderson ,Light Heavyweight Bout,KO/TKO,1,1:17,Kick to Head At Distance ,Vitor Belfort,Dan Henderson,5.0,-6.608219178082194,0.0,2.539999999999992
UFC Fight Night: Belfort vs Henderson 2 ,Cezar Ferreira  vs. Daniel Sarafian ,Middleweight Bout,Decision,3,5:00,Marcos Rosales 29 - 28.Otto Torriero 27 - 30.Doug Crosby 28 - 30.,Cezar Ferreira,Daniel Sarafian,3.0,-2.490410958904114,12.700000000000017,10.159999999999997
UFC Fight Night: Belfort vs Henderson 2 ,Rafael Cavalcante  vs. Igor Pokrajac ,Light Heavyweight Bout,KO/TKO,1,1:18,Knee to Head In ClinchSubmission to Strikes,Rafael Cavalcante,Igor Pokrajac,3.0,-1.2821917808219183,0.0,2.539999999999992
UFC Fight Night: Belfort vs Henderson 2 ,Paulo Thiago  vs. Brandon Thatch ,Welterweight Bout,KO/TKO,1,2:10,Knee to Body At DistanceSubmission to Strikes,Brandon Thatch,Paulo Thiago,3.0,-4.460273972602742,0.0,7.6200000000000045
UFC Fight Night: Belfort vs Henderson 2 ,Santiago Ponzinibbio  vs. Ryan LaFlare ,Welterweight Bout,Decision,3,5:00,27 - 30.27 - 30.27 - 30.,Ryan LaFlare,Santiago Ponzinibbio,3.0,2.989041095890414,2.5400000000000205,2.539999999999992
UFC Fight Night: Belfort vs Henderson 2 ,Rony Jason  vs. Jeremy Stephens ,Featherweight Bout,KO/TKO,1,0:40,Kick to Head At Distance ,Jeremy Stephens,Rony Jason,3.0,-2.178082191780831,-5.079999999999984,5.079999999999984
UFC Fight Night: Belfort vs Henderson 2 ,Godofredo Pepey  vs. Sam Sicilia ,Featherweight Bout,KO/TKO,1,1:42,Punches to Head From Guard ,Sam Sicilia,Godofredo Pepey,3.0,1.4136986301369774,-15.23999999999998,2.539999999999992
UFC Fight Night: Belfort vs Henderson 2 ,Thiago Perpetuo  vs. Omari Akhmedov ,Middleweight Bout,KO/TKO,1,3:31,Punch to Head At Distance ,Omari Akhmedov,Thiago Perpetuo,3.0,0.1726027397260239,,5.079999999999984
UFC Fight Night: Belfort vs Henderson 2 ,Thiago Tavares  vs. Justin Salas ,Lightweight Bout,Submission,1,2:38,Rear Naked Choke ,Thiago Tavares,Justin Salas,3.0,-2.660273972602738,0.0,-2.539999999999992
UFC Fight Night: Belfort vs Henderson 2 ,Adriano Martins  vs. Daron Cruickshank ,Lightweight Bout,Submission,2,2:49,Straight Armbar From Half Guard ,Adriano Martins,Daron Cruickshank,3.0,2.487671232876714,0.0,5.0800000000000125
UFC Fight Night: Belfort vs Henderson 2 ,Jose Maria  vs. Dustin Ortiz ,Flyweight Bout,KO/TKO,3,3:19,Punches to Head From Back Control ,Dustin Ortiz,Jose Maria,3.0,-6.978082191780821,,0.0
UFC Fight Night: Fight for the Troops 3 ,Tim Kennedy  vs. Rafael Natal ,Middleweight Bout,KO/TKO,1,4:40,Punch to Head At Distance ,Tim Kennedy,Rafael Natal,5.0,3.317808219178076,-7.6200000000000045,-2.539999999999992
UFC Fight Night: Fight for the Troops 3 ,Liz Carmouche  vs. Alexis Davis ,Women's Bantamweight Bout,Decision,3,5:00,Amy Evans 27 - 30.Chris Kinman 27 - 30.Sean Brockmole 28 - 29.,Alexis Davis,Liz Carmouche,3.0,-0.6246575342465732,5.0800000000000125,0.0
UFC Fight Night: Fight for the Troops 3 ,Ronny Markes  vs. Yoel Romero ,Middleweight Bout,KO/TKO,3,1:39,Punch to Head In Clinch ,Yoel Romero,Ronny Markes,3.0,10.983561643835614,-5.0800000000000125,-2.539999999999992
UFC Fight Night: Fight for the Troops 3 ,Jorge Masvidal  vs. Rustam Khabilov ,Lightweight Bout,Decision,3,5:00,Sean Brockmole 27 - 30.Chris Kinman 28 - 29.Chris Lee 27 - 30.,Rustam Khabilov,Jorge Masvidal,3.0,-1.9780821917808353,-2.5400000000000205,-7.6200000000000045
UFC Fight Night: Fight for the Troops 3 ,Colton Smith  vs. Michael Chiesa ,Lightweight Bout,Submission,2,1:41,Rear Naked Choke ,Michael Chiesa,Colton Smith,3.0,-0.3150684931506831,10.159999999999997,2.539999999999992
UFC Fight Night: Fight for the Troops 3 ,King Green  vs. James Krause ,Lightweight Bout,KO/TKO,1,3:50,Kick to Body At Distance ,King Green,James Krause,3.0,-0.2657534246575395,-5.079999999999984,-10.159999999999997
UFC Fight Night: Fight for the Troops 3 ,George Roop  vs. Francisco Rivera ,Bantamweight Bout,KO/TKO,2,2:20,Punch to Head In Clinch ,Francisco Rivera,George Roop,3.0,0.09041095890410844,-5.079999999999984,-12.699999999999989
UFC Fight Night: Fight for the Troops 3 ,Dennis Bermudez  vs. Steven Siler ,Featherweight Bout,Decision,3,5:00,Sean Brockmole 27 - 30.Amy Evans 27 - 30.Chris Kinman 27 - 30.,Dennis Bermudez,Steven Siler,3.0,0.17534246575342394,-10.160000000000025,-12.700000000000017
UFC Fight Night: Fight for the Troops 3 ,Amanda Nunes  vs. Germaine de Randamie ,Women's Bantamweight Bout,KO/TKO,1,3:56,Elbows to Head From Mount ,Amanda Nunes,Germaine de Randamie,3.0,-4.101369863013694,-5.0800000000000125,-2.539999999999992
UFC Fight Night: Fight for the Troops 3 ,Chris Camozzi  vs. Lorenz Larkin ,Middleweight Bout,Decision,3,5:00,Chris Lee 27 - 30.Cardo Urso 27 - 30.Sal D'amato 28 - 29.,Lorenz Larkin,Chris Camozzi,3.0,0.21369863013698875,-7.6200000000000045,-7.6200000000000045
UFC Fight Night: Fight for the Troops 3 ,Yves Edwards  vs. Yancy Medeiros ,Lightweight Bout,NC,1,2:47,Failed Drug Test by Medeiros,,,3.0,,,
UFC Fight Night: Fight for the Troops 3 ,Neil Magny  vs. Seth Baczynski ,Welterweight Bout,Decision,3,5:00,Chris Lee 28 - 29.28 - 29.28 - 29.,Seth Baczynski,Neil Magny,3.0,5.772602739726025,-12.699999999999989,0.0
UFC Fight Night: Fight for the Troops 3 ,Derek Brunson  vs. Brian Houston ,Middleweight Bout,Submission,1,0:48,Rear Naked Choke ,Derek Brunson,Brian Houston,3.0,-2.693150684931503,,-2.5400000000000205
UFC Fight Night: Machida vs Munoz ,Lyoto Machida  vs. Mark Munoz ,Middleweight Bout,KO/TKO,1,3:10,Kick to Head At Distance ,Lyoto Machida,Mark Munoz,5.0,-0.3013698630137043,7.6200000000000045,2.539999999999992
UFC Fight Night: Machida vs Munoz ,Ross Pearson  vs. Melvin Guillard ,Lightweight Bout,Could Not Continue ,1,1:57,Illegal Knee on Ground by Guillard,,,3.0,,,
UFC Fight Night: Machida vs Munoz ,Jimi Manuwa  vs. Ryan Jimmo ,Light Heavyweight Bout,KO/TKO,2,4:41,toLeg Injury,Jimi Manuwa,Ryan Jimmo,3.0,1.7753424657534254,15.240000000000009,0.0
UFC Fight Night: Machida vs Munoz ,Norman Parke  vs. Jon Tuck ,Lightweight Bout,Decision,3,5:00,Ben Cartlidge 28 - 29.Chris Watts 28 - 29.Howard Hughes 27 - 30.,Norman Parke,Jon Tuck,3.0,-2.317808219178083,-7.619999999999976,0.0
UFC Fight Night: Machida vs Munoz ,Alessio Sakara  vs. Nicholas Musoke ,Middleweight Bout,Submission,1,3:07,Armbar From Bottom Guard ,Nicholas Musoke,Alessio Sakara,3.0,-4.5917808219178085,7.6200000000000045,0.0
UFC Fight Night: Machida vs Munoz ,Phil Harris  vs. John Lineker ,Flyweight Bout,KO/TKO,1,2:51,Punch to Body At Distance ,John Lineker,Phil Harris,3.0,-6.775342465753425,5.0800000000000125,-2.539999999999992
UFC Fight Night: Machida vs Munoz ,Al Iaquinta  vs. Piotr Hallmann ,Lightweight Bout,Decision,3,5:00,Ben Cartlidge 28 - 29.Howard Hughes 27 - 30.Andy Roberts 27 - 30.,Al Iaquinta,Piotr Hallmann,3.0,0.320547945205476,-2.539999999999992,2.5400000000000205
UFC Fight Night: Machida vs Munoz ,Luke Barnatt  vs. Andrew Craig ,Middleweight Bout,Submission,2,2:12,Rear Naked Choke ,Luke Barnatt,Andrew Craig,3.0,-2.2438356164383535,2.5400000000000205,12.700000000000017
UFC Fight Night: Machida vs Munoz ,Rosi Sexton  vs. Jessica Andrade ,Women's Bantamweight Bout,Decision,3,5:00,Ben Cartlidge 26 - 30.Howard Hughes 27 - 30.Chris Watts 26 - 30.,Jessica Andrade,Rosi Sexton,3.0,-14.202739726027389,,-5.0800000000000125
UFC Fight Night: Machida vs Munoz ,Andy Ogle  vs. Cole Miller ,Featherweight Bout,Decision,3,5:00,Howard Hughes 28 - 29.Andy Roberts 28 - 29.Chris Watts 28 - 29.,Cole Miller,Andy Ogle,3.0,4.81369863013699,10.159999999999997,12.699999999999989
UFC Fight Night: Machida vs Munoz ,Jimy Hettes  vs. Robert Whiteford ,Featherweight Bout,Submission,2,2:17,Triangle Choke From BottomTechnical Submission,Jimy Hettes,Robert Whiteford,3.0,-4.161643835616438,5.0800000000000125,0.0
UFC Fight Night: Machida vs Munoz ,Brad Scott  vs. Michael Kuiper ,Middleweight Bout,Submission,1,4:17,Guillotine Choke Standing ,Brad Scott,Michael Kuiper,3.0,-0.04657534246575068,7.6200000000000045,2.539999999999992
UFC 166: Velasquez vs Dos Santos 3 ,Cain Velasquez  vs. Junior Dos Santos ,UFC Heavyweight Title Bout,KO/TKO,5,3:09,Punch to Head On Ground ,Cain Velasquez,Junior Dos Santos,5.0,1.509589041095893,0.0,-7.6200000000000045
UFC 166: Velasquez vs Dos Santos 3 ,Daniel Cormier  vs. Roy Nelson ,Heavyweight Bout,Decision,3,5:00,Gino Garcia 27 - 30.Ruben Najera 27 - 30.Jon Schorle 27 - 30.,Daniel Cormier,Roy Nelson,3.0,-2.7479452054794535,-2.539999999999992,-2.539999999999992
UFC 166: Velasquez vs Dos Santos 3 ,Gilbert Melendez  vs. Diego Sanchez ,Lightweight Bout,Decision,3,5:00,Don Turnage 28 - 29.Sal D'amato 27 - 30.Troy Wincapaw 28 - 29.,Gilbert Melendez,Diego Sanchez,3.0,-0.2794520547945183,2.539999999999992,-2.5400000000000205
